date,time,wx_rain15,wx_rh15,wx_vappress15,wx_tempavg15,wx_par_den15,wx_maxws15
20220501,00:00:00,0,83.1,12.055,12.83,0,4.92
20220501,01:00:00,0,84.5,11.358,12.05,0,3.79
20220501,02:00:00,0,88.2,11.548,11.26,0,2.88
20220501,03:00:00,0,88.7,11.677,11.11,0,1.69
20220501,04:00:00,0,89.2,12.322,12.03,0,3.09
20220501,05:00:00,0,86.7,12.488,12.12,0.199,2.67
20220501,06:00:00,0,88.6,12.013,11.32,25.83,1.81
20220501,07:00:00,0,83.7,12.775,12.78,105.3,2.59
20220501,08:00:00,0,81,12.942,14.06,122.1,3.8
20220501,09:00:00,0,77.7,13.393,14.49,171.7,4.66
20220501,10:00:00,0,73.1,13.057,15.27,305,5.04
20220501,11:00:00,0,63.3,12.44,16.62,538.6,5.53
20220501,12:00:00,0,54.2,11.918,17.51,864,7.28
20220501,13:00:00,0,46,10.168,18.09,749.1,9.43
20220501,14:00:00,0,49,10.507,18.35,586.9,7.6
20220501,15:00:00,0,51,10.23,17.74,214.5,5.83
20220501,16:00:00,0.136,60.9,11.575,17.01,218.1,4.87
20220501,17:00:00,0,58.2,12.227,18.54,272.5,6.54
20220501,18:00:00,0,60.6,12.117,18.35,96.9,6.11
20220501,19:00:00,0.034,63.1,12.017,16.59,9.29,5.76
20220501,20:00:00,0,64.2,10.872,15.17,0.171,5.88
20220501,21:00:00,0,72.3,10.943,14.27,0,5.16
20220501,22:00:00,0,78.7,11.86,13.81,0,4.48
20220501,23:00:00,0,86.3,13.285,13.99,0,3.79
20220502,00:00:00,0,90.6,14.67,14.49,0,2.29
20220502,01:00:00,0,94.2,16.568,15.64,0,4.02
20220502,02:00:00,0,96.5,17.535,16.23,0,4.1
20220502,03:00:00,0,94.3,17.825,16.44,0,3.65
20220502,04:00:00,0,95.1,17.748,16.51,0,3.1
20220502,05:00:00,0,94.9,17.668,16.48,0.176,2.28
20220502,06:00:00,0,97.7,17.23,15.74,21.06,1.99
20220502,07:00:00,0,94,16.97,15.57,118.2,2.22
20220502,08:00:00,0,93.6,16.755,15.6,155.2,3.08
20220502,09:00:00,0,87.6,16.898,16.29,330.9,4.02
20220502,10:00:00,0,78.2,17.78,18.6,912,4.56
20220502,11:00:00,0,69.4,17.415,19.78,1075,5.73
20220502,12:00:00,0,70.4,16.853,20.6,1131,5.71
20220502,13:00:00,0,59.7,16.153,21.75,1135,6.3
20220502,14:00:00,0,49.1,14.845,23,1064,5.42
20220502,15:00:00,0,43.6,13.887,24.46,922,5.04
20220502,16:00:00,0,34.2,13.263,25.1,724.3,4.25
20220502,17:00:00,0,34.9,11.63,25.62,485.8,2.17
20220502,18:00:00,0,45.7,12.925,25.26,241.2,3.09
20220502,19:00:00,0,63.4,15.473,22.54,51.18,3.29
20220502,20:00:00,0,69.6,15.257,19.58,0.435,0.9
20220502,21:00:00,0,80.5,14.927,17.32,0.001,0.84
20220502,22:00:00,0,80.5,15.098,16.54,0,1.36
20220502,23:00:00,0,85,14.883,15.43,0,1.21
20220503,00:00:00,0,89.8,15.503,16.2,0,1.42
20220503,01:00:00,0,91.5,15.532,15.07,0,1.14
20220503,02:00:00,0,94.6,15.138,14.19,0,1.09
20220503,03:00:00,0,97.7,16.062,14.8,0,4.45
20220503,04:00:00,0,97.8,17.203,15.47,0,5.77
20220503,05:00:00,0,96.8,16.385,14.81,0.091,5.18
20220503,06:00:00,0,96.2,14.847,13.38,10.24,6.47
20220503,07:00:00,0,94.5,14.807,13.5,65.51,6.96
20220503,08:00:00,0,87.8,14.97,14.26,316.1,5.92
20220503,09:00:00,0,79.8,15.19,15.79,709.7,6.09
20220503,10:00:00,0,73,15.192,17.45,919,5.91
20220503,11:00:00,0,69.9,15.437,19.05,1046,5.26
20220503,12:00:00,0,64.3,15.752,20.54,1123,6.9
20220503,13:00:00,0,67.8,16.083,21.16,1118,6.65
20220503,14:00:00,0,65.9,16.76,21.34,1025,4.92
20220503,15:00:00,0,66.7,16.6,21.05,906,5.23
20220503,16:00:00,0,77.9,17.047,20.17,709.6,6.27
20220503,17:00:00,0,77,17.352,19.15,472.9,5.84
20220503,18:00:00,0,72.6,16.623,19.92,235.3,7.64
20220503,19:00:00,0,74,15.328,18.11,52.34,7.86
20220503,20:00:00,0,81.5,14.175,15.89,0.195,8
20220503,21:00:00,0,88.5,13.607,14.1,0.001,8.83
20220503,22:00:00,0,92.6,13.795,13.25,0,7.29
20220503,23:00:00,0,94.8,13.927,12.87,0,6.14
20220504,00:00:00,0,96.9,14.077,12.73,0,5.86
20220504,01:00:00,0,98.9,14.197,12.55,0,7.72
20220504,02:00:00,0,96.7,13.897,12.2,0,5.14
20220504,03:00:00,0,96.1,13.645,12.1,0,5.06
20220504,04:00:00,0.085,97.1,13.992,12.57,0,4.46
20220504,05:00:00,0.136,96,14.162,12.57,0.219,4.61
20220504,06:00:00,0.017,99.2,14.713,13.08,43.26,3.5
20220504,07:00:00,0.017,96.2,16.372,14.54,159.2,3.27
20220504,08:00:00,0,96.3,17.177,15.72,191.5,4.38
20220504,09:00:00,0.051,97.1,17.412,15.89,241.6,3.99
20220504,10:00:00,0,96.3,18.25,16.62,550.7,5.12
20220504,11:00:00,0,95.5,18.33,16.75,400,4.64
20220504,12:00:00,0,95.7,19.047,17.39,515.7,4.32
20220504,13:00:00,0,85.8,20.102,19.46,790.8,2.77
20220504,14:00:00,0,80.3,20.508,20.87,639,3.29
20220504,15:00:00,0,77.6,21.032,22.14,862,4.31
20220504,16:00:00,0,75.1,21.028,22.5,665.6,4.43
20220504,17:00:00,0,75.1,21.308,23.08,473,3.87
20220504,18:00:00,0,82.4,20.817,21.98,129.6,4.72
20220504,19:00:00,0,85.2,19.817,20.18,33.63,3.93
20220504,20:00:00,0,86.7,19.573,19.63,0.319,2.23
20220504,21:00:00,0,91.3,19.658,19.23,0,2.17
20220504,22:00:00,0,92.4,19.305,18.07,0,1.06
20220504,23:00:00,0,94.8,19.04,17.46,0,3.53
20220505,00:00:00,0,93,18.122,16.94,0,2.38
20220505,01:00:00,0,85.7,17.695,16.83,0,4.28
20220505,02:00:00,0,90.5,17.082,16.75,0,4.48
20220505,03:00:00,0,90.1,16.267,15.88,0,5.03
20220505,04:00:00,0,89.1,15.342,15.19,0,4.81
20220505,05:00:00,0,87.8,14.745,14.75,0.432,3.99
20220505,06:00:00,0,89.9,14.373,14.29,55.81,4.4
20220505,07:00:00,0,82.7,14.87,15.32,280,5.51
20220505,08:00:00,0,77.8,14.923,16.53,541.2,6.75
20220505,09:00:00,0,77.9,14.998,17.2,401.8,5.36
20220505,10:00:00,0,75.9,15.137,17.17,319.2,4.31
20220505,11:00:00,0,74.4,15.29,17.69,255,3.9
20220505,12:00:00,0,77.5,15.325,17.56,151,3.94
20220505,13:00:00,0,80.3,15.523,17.23,135.7,3.11
20220505,14:00:00,0,73,14.18,16.58,100.8,4.51
20220505,15:00:00,0,73,13.97,16.86,200.6,4.63
20220505,16:00:00,0,72.9,14.443,17.19,179.3,4.39
20220505,17:00:00,0,75.4,14.815,16.99,134.3,3.07
20220505,18:00:00,0,75.7,14.782,17.17,82.8,1.63
20220505,19:00:00,0,80.6,14.933,16.95,20.08,1.43
20220505,20:00:00,0,85.4,15.075,16.05,0.228,1.04
20220505,21:00:00,0,84.9,15.267,15.61,0,1.09
20220505,22:00:00,0,90.3,15.2,15.29,0,0.98
20220505,23:00:00,0,89.7,15.077,14.8,0,2
20220506,00:00:00,0,96,15.758,14.78,0,2.81
20220506,01:00:00,0,90.3,15.382,14.37,0,3.07
20220506,02:00:00,0,90.9,14.938,14.67,0,4.02
20220506,03:00:00,0,91.4,14.972,14.22,0,3.54
20220506,04:00:00,0,94.2,14.565,13.62,0,2.72
20220506,05:00:00,0,95.3,13.987,12.81,0.275,2.31
20220506,06:00:00,0,93.9,13.995,12.78,33.6,1.45
20220506,07:00:00,0,92.1,15.047,14.06,140.1,3.56
20220506,08:00:00,0,89.4,15.652,15.27,150.8,4.17
20220506,09:00:00,0,84.1,16.142,16.03,311.2,5.07
20220506,10:00:00,0.085,88.7,16.282,16.69,242.1,3.97
20220506,11:00:00,0.221,90.6,16.6,16.46,332.5,5.02
20220506,12:00:00,1.105,91,17.282,16.79,321.1,4.28
20220506,13:00:00,0.017,83.5,17.968,17.86,529,5.83
20220506,14:00:00,0,75.3,18.185,19.73,530.6,6.13
20220506,15:00:00,0.051,75.9,16.715,19.11,246.9,6.47
20220506,16:00:00,0,72.9,16.568,19.22,245.9,6.1
20220506,17:00:00,0,73.1,15.508,18.56,77.64,6.26
20220506,18:00:00,2.839,99.1,16.002,15.58,16.48,5.85
20220506,19:00:00,0,99.8,16.195,14.4,4.53,6.14
20220506,20:00:00,0.408,100,16.36,14.46,0.033,7.87
20220506,21:00:00,7.191,100,16.178,14.21,0,4.66
20220506,22:00:00,0.867,100,15.503,13.54,0,6.81
20220506,23:00:00,0,100,14.713,12.74,0,6.95
20220507,00:00:00,1.904,100,14.252,12.25,0,10.36
20220507,01:00:00,0.034,100,13.863,11.84,0,8.71
20220507,02:00:00,0,100,13.532,11.47,0,8.52
20220507,03:00:00,0,100,13.47,11.4,0,7.41
20220507,04:00:00,0,100,13.388,11.29,0,9.19
20220507,05:00:00,0.085,100,13.227,11.12,0.071,7.98
20220507,06:00:00,0.391,100,13.182,11.09,12.61,7.19
20220507,07:00:00,0.017,100,13.255,11.21,44.91,8.05
20220507,08:00:00,0.408,99.9,13.325,11.28,78.54,7.43
20220507,09:00:00,1.513,100,13.408,11.35,154.3,5.45
20220507,10:00:00,0.136,100,13.577,11.54,195.6,8.57
20220507,11:00:00,0.034,100,13.782,11.81,296.8,7.72
20220507,12:00:00,0,96,13.672,12.03,252.4,7.8
20220507,13:00:00,0,99.6,13.43,11.76,238.9,9.97
20220507,14:00:00,0.153,97.1,13.342,11.51,196.6,9.3
20220507,15:00:00,0.493,99.2,13.088,11.26,135.2,9.36
20220507,16:00:00,0.34,96.4,12.447,10.73,88,9.13
20220507,17:00:00,0.425,93.6,11.972,10.17,37.79,7.53
20220507,18:00:00,0.663,97.5,11.797,9.87,16.51,12.51
20220507,19:00:00,0.714,98.1,11.657,9.52,8.67,10.94
20220507,20:00:00,0.714,98,11.452,9.21,0.103,7.99
20220507,21:00:00,1.003,98.6,11.303,8.99,0,7.75
20220507,22:00:00,0.561,97.6,11.1,8.77,0,8.15
20220507,23:00:00,1.853,98.4,10.848,8.35,0,9.57
20220508,00:00:00,0.901,97.3,10.53,8.05,0,8.66
20220508,01:00:00,0.153,97.7,10.202,7.665,0,7.76
20220508,02:00:00,0.391,97.6,9.863,7.122,0,7.33
20220508,03:00:00,0.731,97.8,9.558,6.665,0,8.32
20220508,04:00:00,0.595,98.7,9.525,6.62,0,8.15
20220508,05:00:00,0.204,98.6,9.567,6.638,0.133,8.8
20220508,06:00:00,0.255,98.7,9.732,6.803,8.33,6.31
20220508,07:00:00,0.034,98.8,9.912,7.118,41.97,9.26
20220508,08:00:00,0.051,97,9.833,7.097,77.53,8.07
20220508,09:00:00,0,95.3,9.832,7.272,133.9,8.41
20220508,10:00:00,0,92.4,9.848,7.662,167.8,6.58
20220508,11:00:00,0,85.2,10.108,8.66,326.4,9.57
20220508,12:00:00,0,80.2,9.962,9.73,327.4,9.37
20220508,13:00:00,0,76.1,9.738,10.15,251.3,9.24
20220508,14:00:00,0,73.1,9.512,10.68,254.1,7.55
20220508,15:00:00,0,68.7,9.22,10.91,235.4,7.8
20220508,16:00:00,0,63.3,8.978,11.4,317.3,8.21
20220508,17:00:00,0,57.7,8.28,11.61,239.2,10.43
20220508,18:00:00,0,54.6,7.627,11.36,160.8,7.21
20220508,19:00:00,0,61.8,7.518,11.02,36.06,5.08
20220508,20:00:00,0,64.9,8.04,10.4,0.554,1.72
20220508,21:00:00,0,72.7,8.497,9.26,0.001,1.38
20220508,22:00:00,0,60.5,8.072,9.13,0,4.72
20220508,23:00:00,0,55.2,6.805,9.48,0,6.13
20220509,00:00:00,0,58.4,6.53,9.02,0,4.5
20220509,01:00:00,0,56.6,6.518,8.96,0,5.15
20220509,02:00:00,0,54.3,6.602,9.42,0,4.74
20220509,03:00:00,0,55.9,6.598,9.43,0,5.67
20220509,04:00:00,0,54.6,6.473,9.27,0,4.34
20220509,05:00:00,0,54.9,6.283,9.36,0.803,4.73
20220509,06:00:00,0,54.8,6.41,9.47,66.18,4.87
20220509,07:00:00,0,43,5.99,10.46,294.5,8.67
20220509,08:00:00,0,38.6,5.32,11.09,546.5,8.23
20220509,09:00:00,0,35.4,5.263,11.84,778,10.09
20220509,10:00:00,0,33.5,5.108,12.95,963,9.11
20220509,11:00:00,0,28.7,4.89,13.83,1088,8.22
20220509,12:00:00,0,29.4,4.998,14.88,1090,8.19
20220509,13:00:00,0,31.5,5.543,15.75,1138,8.71
20220509,14:00:00,0,30.8,5.845,16.61,1064,9.31
20220509,15:00:00,0,30.4,6.02,17.37,928,8.21
20220509,16:00:00,0,28.5,6.482,18.22,740.9,6.91
20220509,17:00:00,0,30.8,6.472,18.57,514.6,6.69
20220509,18:00:00,0,29,6.1,18.66,272.7,6.85
20220509,19:00:00,0,35.5,6.108,17.77,64.58,4.03
20220509,20:00:00,0,40.5,6.912,15.9,1.228,2.57
20220509,21:00:00,0,41.7,7.502,15.47,0,5.28
20220509,22:00:00,0,58.4,7.295,14.07,0,4.16
20220509,23:00:00,0,59,7.912,12.55,0,2.04
20220510,00:00:00,0,49.3,7.632,12.47,0,3.18
20220510,01:00:00,0,39.5,6.517,13.06,0,4.73
20220510,02:00:00,0,38.2,5.825,12.87,0,5.11
20220510,03:00:00,0,39,5.895,13.11,0,7.17
20220510,04:00:00,0,41.3,5.985,12.71,0,9.04
20220510,05:00:00,0,43.6,5.997,11.96,1.021,8.31
20220510,06:00:00,0,43.9,5.785,11.4,71.93,6.43
20220510,07:00:00,0,34.5,5.637,12.17,307.2,11.48
20220510,08:00:00,0,36.8,5.21,13.16,558.1,9.66
20220510,09:00:00,0,44.6,6.847,14.32,786.8,9.41
20220510,10:00:00,0,51.4,8.28,15.51,971,11.13
20220510,11:00:00,0,47.5,9.545,16.75,1100,10.75
20220510,12:00:00,0,41.5,9.158,18.03,1116,9.26
20220510,13:00:00,0,38.9,8.955,19.05,1022,10.41
20220510,14:00:00,0,40.1,9.352,20.02,725.1,8.12
20220510,15:00:00,0,46.2,10.183,19.74,637.4,7.68
20220510,16:00:00,0,40.8,9.727,19.8,721.1,8.29
20220510,17:00:00,0,39.8,9.05,19.56,427,8.25
20220510,18:00:00,0,37.7,8.242,18.68,229.7,7.82
20220510,19:00:00,0,39.2,7.627,17.81,72.52,7.66
20220510,20:00:00,0,40.7,7.685,16.88,0.901,7.25
20220510,21:00:00,0,32.3,6.177,15.92,0,8.09
20220510,22:00:00,0,37.4,6.038,14.65,0,4.52
20220510,23:00:00,0,34.5,5.923,14.76,0,5.84
20220511,00:00:00,0,34.5,5.783,14.74,0,6.52
20220511,01:00:00,0,37,5.568,14.19,0,5.66
20220511,02:00:00,0,44.6,6.18,13.1,0,4.66
20220511,03:00:00,0,46.6,6.47,12.08,0,3.66
20220511,04:00:00,0,44.1,6.217,11.94,0,4.64
20220511,05:00:00,0,43.1,6.023,11.74,1.174,5.12
20220511,06:00:00,0,43.9,6.158,11.71,72.08,6.41
20220511,07:00:00,0,42.7,6.52,12.99,305.6,7.33
20220511,08:00:00,0,44.7,6.838,14.11,557.1,8.03
20220511,09:00:00,0,45.4,7.695,15.27,782.1,8.57
20220511,10:00:00,0,48.3,8.81,16.66,846,8.07
20220511,11:00:00,0,50.8,9.817,17.42,795.9,8.45
20220511,12:00:00,0,53.6,10.582,17.88,617,7.97
20220511,13:00:00,0,54.6,11.382,18.03,619.3,8.36
20220511,14:00:00,0,56.1,11.647,18.41,344.4,8.96
20220511,15:00:00,0,78.9,13.088,17.89,296,10.91
20220511,16:00:00,0.051,88.1,15.387,15.61,203.4,6
20220511,17:00:00,0,84.3,15.79,16.12,236.6,5.98
20220511,18:00:00,0,79.6,16.117,17.34,130.3,5.17
20220511,19:00:00,0,78.5,15.84,17.55,24,3.54
20220511,20:00:00,0,80.4,15.757,17.32,0.651,1.61
20220511,21:00:00,0,83.2,15.665,16.66,0,1.48
20220511,22:00:00,0,88.5,15.262,15.51,0,3.34
20220511,23:00:00,0,86.2,14.443,14.64,0,3.77
20220512,00:00:00,0,89.9,14.123,14.02,0,4.63
20220512,01:00:00,0,91.3,14.652,14.23,0,6.17
20220512,02:00:00,0,91.9,14.765,14.13,0,5.93
20220512,03:00:00,0,93.8,14.87,14.17,0,5.2
20220512,04:00:00,0,94.3,15.077,14.16,0,6.23
20220512,05:00:00,0,95.2,15.337,14.07,0.463,6.37
20220512,06:00:00,0,95.7,15.507,14.24,15.87,4.3
20220512,07:00:00,0,96.4,15.637,14.29,93.1,7.39
20220512,08:00:00,0,93.9,16.152,14.95,224.8,6.5
20220512,09:00:00,0,94,16.753,15.73,260.2,5.46
20220512,10:00:00,0,94.2,17.243,16.29,266.6,5.78
20220512,11:00:00,0,92.4,17.358,16.55,282.3,6.26
20220512,12:00:00,0,91.3,17.775,17.12,429.6,7.26
20220512,13:00:00,0,88.7,18.117,17.86,585.9,6.21
20220512,14:00:00,0,81.8,18.668,19.1,790.6,8.25
20220512,15:00:00,0,84.9,18.675,19.11,384.4,6.35
20220512,16:00:00,0,90.3,18.425,18.34,272.1,6.3
20220512,17:00:00,0,88.2,18.563,18.38,237.1,6.07
20220512,18:00:00,0,90.4,18.383,18.05,137.4,6.51
20220512,19:00:00,0,91.7,17.748,17.09,38.36,6.37
20220512,20:00:00,0,93.8,17.732,16.75,0.661,7.02
20220512,21:00:00,0,97.1,18.132,16.64,0,6.44
20220512,22:00:00,0,97.9,18.175,16.47,0,5.66
20220512,23:00:00,0.119,97.3,17.967,16.12,0,5.42
20220513,00:00:00,0,98.4,17.862,16.06,0,5.33
20220513,01:00:00,0,100,17.955,15.89,0,4.49
20220513,02:00:00,0,100,17.87,15.76,0,3.76
20220513,03:00:00,0.051,100,17.647,15.54,0,3.79
20220513,04:00:00,0.017,100,17.302,15.23,0,2.88
20220513,05:00:00,0.204,100,17.088,15.04,0.198,4.71
20220513,06:00:00,3.366,100,17.195,15.15,16.36,3.76
20220513,07:00:00,2.125,100,17.533,15.44,15.65,6.62
20220513,08:00:00,2.482,100,17.973,15.91,69.85,6.34
20220513,09:00:00,0,100,18.892,16.59,458.5,6.53
20220513,10:00:00,0,100,20.765,18.11,513,5.91
20220513,11:00:00,0,95.5,22.828,20.2,861,5.83
20220513,12:00:00,0,89.3,23.533,21.95,849,5.96
20220513,13:00:00,0,87,23.217,22.23,496.6,4.93
20220513,14:00:00,0,80.8,23.308,22.67,641.7,2.97
20220513,15:00:00,0,85.1,23.538,23.02,334.9,5.6
20220513,16:00:00,0,92.3,23.128,21.93,188.2,2.95
20220513,17:00:00,0.034,89.4,23.96,22,229.1,3
20220513,18:00:00,0,87.3,23.905,22.47,144.5,3.76
20220513,19:00:00,0,92.8,23.38,21.76,28.77,2.61
20220513,20:00:00,0,90.7,23.038,21.19,0.604,3.81
20220513,21:00:00,0,93.3,22.42,20.7,0,4.04
20220513,22:00:00,0,96.1,22.287,20.1,0,5.19
20220513,23:00:00,0,98.5,22.213,19.67,0,4.33
20220514,00:00:00,0,99.6,22.172,19.41,0,3.91
20220514,01:00:00,0,100,22.455,19.38,0,3.57
20220514,02:00:00,0,100,22.007,19.04,0,3.98
20220514,03:00:00,0,99.1,21.56,18.72,0,3.24
20220514,04:00:00,0,99.3,21.23,18.55,0,2.19
20220514,05:00:00,0,100,21.19,18.46,0.395,3.11
20220514,06:00:00,0,100,21.403,18.59,14.61,1.97
20220514,07:00:00,0,100,21.268,18.49,45.4,2.52
20220514,08:00:00,0,100,21.027,18.29,113.3,2.74
20220514,09:00:00,0,100,21.473,18.66,143.5,2.76
20220514,10:00:00,0.034,100,21.858,18.94,168.1,2.99
20220514,11:00:00,0.782,100,21.922,18.98,162.4,2.98
20220514,12:00:00,2.312,100,21.848,18.91,174.8,2.18
20220514,13:00:00,0.408,100,22.467,19.37,306.7,2.94
20220514,14:00:00,0.799,100,23.083,19.81,208.7,3.72
20220514,15:00:00,3.366,100,22.455,19.35,149,2.8
20220514,16:00:00,1.207,100,21.913,18.98,150.9,2.43
20220514,17:00:00,0.017,98.8,22.155,19.17,256,4.3
20220514,18:00:00,0,97.3,22.932,20.06,215.1,4.97
20220514,19:00:00,0,98.3,22.193,19.6,72.29,3.49
20220514,20:00:00,0,99.2,21.468,18.78,1.477,1.24
20220514,21:00:00,0,99.1,21.54,18.75,0,1.77
20220514,22:00:00,0,99.7,20.643,18.05,0,2.6
20220514,23:00:00,0.017,98,19.795,17.39,0,1.83
20220515,00:00:00,0,98.2,19.098,16.92,0,2.11
20220515,01:00:00,0,99.7,19.683,17.32,0,2.45
20220515,02:00:00,0,100,19.558,17.17,0,2.69
20220515,03:00:00,0,100,19.465,17.08,0,4.22
20220515,04:00:00,0,100,19.332,16.98,0,2.33
20220515,05:00:00,0,100,19.22,16.88,0.919,1.82
20220515,06:00:00,0,100,19.385,17.02,29.21,1.89
20220515,07:00:00,0,100,19.578,17.18,105.3,2.35
20220515,08:00:00,0,100,19.667,17.26,272.3,1.68
20220515,09:00:00,0,98.6,21.39,18.58,494.7,1.83
20220515,10:00:00,0,96,23.382,20.3,706.5,2.81
20220515,11:00:00,0,86.4,23.475,21.46,828,3.42
20220515,12:00:00,0,81.5,23.388,22.98,951,2.7
20220515,13:00:00,0,79.9,23.905,23.27,815,3.88
20220515,14:00:00,0,72,23.823,24.53,1053,3.79
20220515,15:00:00,0,76.1,23.753,24.9,932,4.2
20220515,16:00:00,0,79.4,23.737,24.39,723.7,4.56
20220515,17:00:00,0,78.5,23.527,23.92,530.2,5.45
20220515,18:00:00,0,80.3,23.013,23.34,250.2,5.31
20220515,19:00:00,0,82,22.252,22.8,67.43,3.76
20220515,20:00:00,0,85.3,21.753,21.92,1.146,6.93
20220515,21:00:00,0,88.3,22.313,21.22,0,7.62
20220515,22:00:00,1.445,95.9,20.843,19.69,0.001,5.47
20220515,23:00:00,3.366,98.6,20.715,18.49,0,2.67
20220516,00:00:00,0.017,96.9,20.578,18.25,0,4.82
20220516,01:00:00,0,95.1,20.777,18.68,0,4.05
20220516,02:00:00,0,98.4,20.495,18.16,0,2.5
20220516,03:00:00,0.017,96,20.998,18.81,0,4.31
20220516,04:00:00,0,96.5,21.165,18.91,0,4.51
20220516,05:00:00,0,94.3,21.568,19.53,1.031,6.07
20220516,06:00:00,0,97.9,21.708,19.47,56.49,5.41
20220516,07:00:00,0,95.4,23.005,20.15,297.3,4.59
20220516,08:00:00,0,96.6,22.813,20.36,195.2,4.94
20220516,09:00:00,0,92.9,23.455,21.12,329.6,4.96
20220516,10:00:00,0,87.2,23.883,22.21,449.4,5.63
20220516,11:00:00,0,87.8,24.26,22.87,534.7,5.22
20220516,12:00:00,0,81.7,24.365,23.39,530.7,6.8
20220516,13:00:00,0,80.9,24.642,24.7,825,5.42
20220516,14:00:00,0,65.1,24.295,25.71,895,5.97
20220516,15:00:00,0,68.7,23.475,26.82,759.8,4.94
20220516,16:00:00,0,69.1,23.132,26.6,663.1,4.09
20220516,17:00:00,0,81.2,23.293,24.28,366.3,9.34
20220516,18:00:00,0.187,88,19.765,20.35,162.5,5.45
20220516,19:00:00,0.034,82.5,19.938,19.76,73.31,4.59
20220516,20:00:00,0,74,18.472,19.96,2.521,7.59
20220516,21:00:00,0,70.8,16.662,19.6,0,6.06
20220516,22:00:00,0,70.9,15.217,18.31,0,3.64
20220516,23:00:00,0,76,15.02,17.56,0,4.42
20220517,00:00:00,0,78.9,14.882,17.12,0,3.91
20220517,01:00:00,0,78.2,14.682,16.79,0,3.5
20220517,02:00:00,0,70.5,14.405,17.36,0,5.94
20220517,03:00:00,0,71.3,13.747,17.07,0,5.61
20220517,04:00:00,0,69.5,13.443,16.82,0,5.43
20220517,05:00:00,0,69.5,13.427,16.76,2.08,3.15
20220517,06:00:00,0,66,13.947,18.01,83.4,8.34
20220517,07:00:00,0,67,14.85,18.77,315.5,4.77
20220517,08:00:00,0,64.1,15.382,19.7,563,5.77
20220517,09:00:00,0,53.5,15.307,21.58,787.5,7.35
20220517,10:00:00,0,48.7,14.632,22.96,964,6.44
20220517,11:00:00,0,39.8,12.883,24.12,1086,6.59
20220517,12:00:00,0,34.6,11.24,24.98,1143,6.35
20220517,13:00:00,0,35,11.583,25.74,1133,7.55
20220517,14:00:00,0,33.4,11.638,26.74,997,6.95
20220517,15:00:00,0,32.5,11.962,27.29,919,8.7
20220517,16:00:00,0,34.7,12.435,27.35,728.6,8.59
20220517,17:00:00,0,41.6,13.062,26.8,400.9,6.8
20220517,18:00:00,0,42.1,13.81,26.09,265.4,5.45
20220517,19:00:00,0,59.6,15.383,24.62,79.36,3.85
20220517,20:00:00,0,69.9,16.927,21.3,2.224,1.53
20220517,21:00:00,0,73.9,16.553,19.13,0.001,1.52
20220517,22:00:00,0,57.3,14.582,20.12,0,2.57
20220517,23:00:00,0,55.2,13.025,20.04,0,2.32
20220518,00:00:00,0,58.3,12.442,19.02,0,2.23
20220518,01:00:00,0,58.8,11.55,18.26,0,2.49
20220518,02:00:00,0,62.1,11.127,16.8,0,1.42
20220518,03:00:00,0,57.5,11.047,15.78,0,1.81
20220518,04:00:00,0,60.5,10.147,15.6,0,4.64
20220518,05:00:00,0,66.1,10.128,14.22,2.373,1.44
20220518,06:00:00,0,76.6,10.743,13.3,85.4,1.58
20220518,07:00:00,0,56.5,11.018,16.09,323.6,4.34
20220518,08:00:00,0,51.1,10.285,17.29,569.6,5.45
20220518,09:00:00,0,48.8,10.38,18.14,791.4,5.7
20220518,10:00:00,0,51.5,10.995,19,969,5.44
20220518,11:00:00,0,46.9,11.097,18.98,1092,4.96
20220518,12:00:00,0,47.4,11.377,19.91,1151,5.24
20220518,13:00:00,0,44.5,11.838,20.81,1124,6.23
20220518,14:00:00,0,46.1,12.22,21.82,1066,6.68
20220518,15:00:00,0,47.5,12.485,22.05,739.6,5.02
20220518,16:00:00,0,61.3,13.702,20.31,244.8,5.55
20220518,17:00:00,0,60.6,13.863,19.63,246.7,6.34
20220518,18:00:00,0,60.2,14.048,19.83,171.5,5.5
20220518,19:00:00,0,62.4,13.65,19.62,68.26,5.64
20220518,20:00:00,0,75.2,15.13,18.85,2.159,5.73
20220518,21:00:00,0,71.9,16.108,18.75,0,6.84
20220518,22:00:00,0,69.9,14.882,18.26,0,7.32
20220518,23:00:00,0,69.6,14.492,18.11,0,8.8
20220519,00:00:00,0,68.5,14.123,18.27,0,9.59
20220519,01:00:00,0.085,77.7,14.677,18.17,0,8.84
20220519,02:00:00,0.527,84.6,16.373,16.98,0,9.6
20220519,03:00:00,0.085,89.6,18.227,18.1,0,12.17
20220519,04:00:00,0.646,92.5,19.137,18.22,0,8.88
20220519,05:00:00,0,91,18.927,18.2,0.995,6.05
20220519,06:00:00,0,91.7,18.935,18.17,41.42,3.91
20220519,07:00:00,0,86.5,19.545,18.88,272.9,6.07
20220519,08:00:00,0,80.5,19.492,19.77,529.1,5.33
20220519,09:00:00,0,72.9,19.668,21.25,768.9,5.94
20220519,10:00:00,0,69.8,19.807,22.32,968,6.28
20220519,11:00:00,0,67.2,19.855,23.53,1062,6.38
20220519,12:00:00,0,61.2,20.097,24.43,1158,5.26
20220519,13:00:00,0,61.7,19.833,25.23,1156,5.63
20220519,14:00:00,0,56.7,19.912,26.82,1075,5.48
20220519,15:00:00,0,50.8,19.982,27.84,941,5.84
20220519,16:00:00,0,50.7,19.783,28.36,729.6,5.19
